,Mobile,Title,Rating,Text,Sentiments
121,Apple iPhone 11 Pro,Nice and low price,3.0,love apple make amaze product make magic love specially ultrawide angle camera hell beast processor bionic engineer way apple present chip stage blow mind small piece hardware billion transistor base nm architecture simple word like lamborgini chip honda finally gon na beast phone another thing make happy apple might manufacture assemble phone india kudos apple amaze work best,Very Positive
122,Apple iPhone 11 Pro,Upto the Mark but not too much change & Battery Blunder,5.0,always fan ios apple products reason qualityperformancetransparent customer supportdesignbuild qualityupdatessound qualitypromises go write review post week usage pros display qualityperformancespeedfast chargingcameraeven selfie camera quality enhancedtriple camera also good describe new color midnight green add charm e simip better others battery usage better iphone xs durability con touch old headphones changesin india much expensiveheating issuewhile charge please use bcz thereafter fry egg low screen refresh rate better iphone xs camera fail light apple sort next update give screen design performance heat sound price much expensive customer support battery life fall charge amazon delivery satisfy bcz deliver product per promise soon publish pics shoot iphone pro thank read,Very Positive
123,Apple iPhone 11 Pro,Camera,5.0,get today look really sexy awesome camera display thank apple,Very Positive
124,Apple iPhone 11 Pro,bad,3.0,box open,Netural
125,Apple iPhone 11 Pro,Automatically getting restart & keeps getting hang,4.0,phone restart customer support use end defective phone spend close lakh,Netural
126,Apple iPhone 11 Pro,Good phone with super camara,1.0,excellent camera nothing else new obviously processor speed good,Positive
127,Apple iPhone 11 Pro,I'm too rich for this.,1.0,cheap like cheap things,Negative
128,Apple iPhone 11 Pro,Worst product,4.0,worst product get heatup much request amazon replace help disappoint,Very Negative
129,Apple iPhone 11 Pro,Not worth,1.0,charge phone get unlock problems iam nt understand mobile r iphones return policy give weeks wat problem find week,Negative
130,Apple iPhone 11 Pro,BEST PHONE in the SmartPhone Market..........Hands'Down,5.0,love apple make amaze product make magic love specially ultrawide angle camera hell beast processor bionic engineer way apple present chip stage blow mind small piece hardware billion transistor base nm architecture simple word like lamborgini chip honda finally gon na beast phone another thing make happy apple might manufacture assemble phone india kudos apple amaze work best,Very Positive
131,Apple iPhone 11 Pro,Nice and low price,3.0,love apple make amaze product make magic love specially ultrawide angle camera hell beast processor bionic engineer way apple present chip stage blow mind small piece hardware billion transistor base nm architecture simple word like lamborgini chip honda finally gon na beast phone another thing make happy apple might manufacture assemble phone india kudos apple amaze work best,Very Positive
132,Apple iPhone 11 Pro,Upto the Mark but not too much change & Battery Blunder,5.0,always fan ios apple products reason qualityperformancetransparent customer supportdesignbuild qualityupdatessound qualitypromises go write review post week usage pros display qualityperformancespeedfast chargingcameraeven selfie camera quality enhancedtriple camera also good describe new color midnight green add charm e simip better others battery usage better iphone xs durability con touch old headphones changesin india much expensiveheating issuewhile charge please use bcz thereafter fry egg low screen refresh rate better iphone xs camera fail light apple sort next update give screen design performance heat sound price much expensive customer support battery life fall charge amazon delivery satisfy bcz deliver product per promise soon publish pics shoot iphone pro thank read,Very Positive
